origin_text	ner_tagged_text
알렉산더 게르스트는 “태양이 떠오르면서 국제 우주정거장에서 바라보는 금빛 반사를 결코 잊을 수 없다”는 글과 함께 게재했다.	알렉산더 게르스트[PER]는 “태양이 떠오르면서 국제 우주정거장에서 바라보는 금빛 반사를 결코 잊을 수 없다”는 글과 함께 게재했다.
더불어민주당을 탈당한 김종인 전 비대위원장이 18일 “대선출마에 대해 어떤 결정을 하는지 지켜봐달라”며 대선출마 가능성을 열어놨다.	더불어민주당[ORG]을 탈당한 김종인[PER] 전 비대위원장이 18일[DAT] “대선출마에 대해 어떤 결정을 하는지 지켜봐달라”며 대선출마 가능성을 열어놨다.
안철수 전 국민의당 대표는 10일 박근혜 대통령의 퇴진을 요구하는 온라인 서명에 이어 오프라인 서명 운동에도 나선다.	안철수[PER] 전 국민의당[ORG] 대표는 10일[DAT] 박근혜[PER] 대통령의 퇴진을 요구하는 온라인 서명에 이어 오프라인 서명 운동에도 나선다.
3-2로 승리한 피츠버그는 시즌 최다인 8연승을 달리며 39승 27패를 기록했다.	3-2[NOH]로 승리한 피츠버그[ORG]는 시즌 최다인 8연승[NOH]을 달리며 39승[NOH] 27패[NOH]를 기록했다.
그래서 그런지, 이번 회담과 관련해 중국은 오히려 우호적이고 협력적인 분위기의 회담이라는 점을 부각시키기 위해 무척 힘을 쓰고 있는 것 같다.	그래서 그런지, 이번 회담과 관련해 중국[ORG]은 오히려 우호적이고 협력적인 분위기의 회담이라는 점을 부각시키기 위해 무척 힘을 쓰고 있는 것 같다.
UC는 지난 몇 년 동안 등록금 동결 조치에 따라 학비를 올려 받을 수 없는 캘리포니아 주 출신 대신 학비를 올릴 수 있는 유학생과 다른 주 출신 학생 비율을 늘려 왔다.	UC[ORG]는 지난 몇 년 동안 등록금 동결 조치에 따라 학비를 올려 받을 수 없는 캘리포니아 주[LOC] 출신 대신 학비를 올릴 수 있는 유학생과 다른 주 출신 학생 비율을 늘려 왔다.
정려원은 지난 2000년 그룹 샤크라로 데뷔했으며 MBC TV '내 이름은 김삼순', SBS TV '드라마의 제왕', tvN 드라마 '풍선껌' 등에 출연하며 연기자로 활동 중이다.	정려원[PER]은 지난 2000년[DAT] 그룹 샤크라[ORG]로 데뷔했으며 MBC TV[POH] '내 이름은 김삼순', SB[POH]S TV '드라마의 제왕'[POH], tvN 드라마 '풍선껌[POH]' 등에 출연하며 연기자로 활[POH]동 중이다.
다양한 스타일의 가구, 조명, 테이블 웨어, 데코레이션 소품 등 400여개 브랜드 제품이 참가해 역대 최대인 900부스 규모로 열린다.	다양한 스타일의 가구, 조명, 테이블 웨어, 데코레이션 소품 등 400여개[NOH] 브랜드 제품이 참가해 역대 최대인 900부스[NOH] 규모로 열린다.
이씨는 턱뼈와 갈비뼈가 골절됐고 뇌출혈 증세를 보였다.	이[PER]씨는 턱뼈와 갈비뼈가 골절됐고 뇌출혈 증세를 보였다.
지난 6월 25일 개봉한 이래 지난 25일까지 93만명의 관객을 동원했다고 영화사측은 밝혔다.	지난 6월 25일[DAT] 개봉한 이래 지난 25일[DAT]까지 93만명[NOH]의 관객을 동원했다고 영화사측은 밝혔다.
상금랭킹에서도 51위(158만1748달러)로 한국선수 중 가장 높다.	상금랭킹에서도 51위[NOH](158만1748달러[MNY])로 한국[ORG]선수 중 가장 높다.
태실은 왕실 자손의 태(胎)를 봉안하기 위해 만든 석조물로 영조의 태실은 청주시 낭성면 무성리에 보존돼 있다.	태실은 왕실 자손의 태(胎)를 봉안하기 위해 만든 석조물로 영조의 태실은[PER] 청주시 낭성면 무[LOC]성리에[LOC] 보존돼[LOC] 있다.
또 하나는 2000년대 초 자산운용사 최고경영자(CEO)를 할 때 일이다.	또 하나[NOH]는 2000년대[DUR] 초 자산운용사 최고경영자(CEO)를 할 때 일이다.
비정상회담 황석정, 과거 공연서 원피스 풀어헤치고 팬티라인까지 노출? 비정상회담 황석정배우 황석정이 파격발언으로 ‘비정상회담’ 스튜디오를 초토화시킨 가운데, 황석정의 과거 공연장 실수가 재조명받았다.	비정상회담[POH] 황석정[PER], 과거 공연서 원피스 풀어헤치고 팬티라인까지 노출? 비정상회담[POH] 황석정[PER]배우 황석정[PER]이 파격발언으로 ‘비정상회담’ 스튜디[POH]오를 초토화시킨 가운데, 황석정의 과거 공연장 실수[PER]가 재조명받았다.
농림축산식품부가 운영하는 라이스랩은 다양한 쌀 가공식품을 시범 출시해 소비자 반응을 조사하고 제품 개발과 사업화를 지원하는 문화공간이다.	농림축산식품부[ORG]가 운영하는 라이스랩[ORG]은 다양한 쌀 가공식품을 시범 출시해 소비자 반응을 조사하고 제품 개발과 사업화를 지원하는 문화공간이다.
정부와 시장이 앞장서는 발전 방식만으로는 한계에 도달했다는 점, 시민 스스로 바뀌지 않으면 한국 사회가 더 이상 앞으로 나아갈 수 없다는 점입니다.	정부와 시장이 앞장서는 발전 방식만으로는 한계에 도달했다는 점, 시민 스스로 바뀌지 않으면 한국[ORG] 사회가 더 이상 앞으로 나아갈 수 없다는 점입니다.
과거 MBC ‘섹션TV 연예통신’에 출연한 박보영은 연기에 대한 자신의 생각을 밝혔다.	과거 MBC[POH] ‘섹션TV 연예통신’에 출연[POH]한 박보영은 연기에 대한 자신[PER]의 생각을 밝혔다.
카스트로의 타계로 쿠바에선 경제 분야를 중심으로 개혁·개방에 더욱 힘이 실릴 것이라는 전망이 나온다.	카스트로[PER]의 타계로 쿠바[LOC]에선 경제 분야를 중심으로 개혁·개방에 더욱 힘이 실릴 것이라는 전망이 나온다.
부족한 점이 많겠지만 삿포로돔에서 치렀던 많은 경기를 바탕으로 시청자에게 가깝게 다가갈 수 있는 방송을 하고 싶다”고 전했다.	부족한 점이 많겠지만 삿포로돔[LOC]에서 치렀던 많은 경기를 바탕으로 시청자에게 가깝게 다가갈 수 있는 방송을 하고 싶다”고 전했다.
스가 장관은 또 반기문 유엔 사무총장의 참석을 두고 “쓸데없이 과거에 초점을 맞출 일이 아니다.	스가[PER] 장관은 또 반기문[PER] 유엔[ORG] 사무총장의 참석을 두고 “쓸데없이 과거에 초점을 맞출 일이 아니다.
결국 이달 15일 열린 2심 선고에서 재판부는 A군에게 징역 6월, B군과 C군에게 징역 8월에 위자료 총 6만 크로네(약 990만원)를 판결했다.	결국 이달 15일[DAT] 열린 2심[NOH] 선고에서 재판부는 A[PER]군에게 징역 6월[DAT], B[PER]군과 C[PER]군에게 징역 8월[DAT]에 위자료 총 6만 크로네[MNY](약 990만원[MNY])를 판결했다.
그동안 원장은 로버트 윌슨(우월순), 엘머 보이어(보이열), 스탠리 토플(도성래) 등이 맡았다.	그동안 원장은 로버트 윌슨[PER](우월순[PER]), 엘머 보이어[PER](보이열[PER]), 스탠리 토플[PER](도성래[PER]) 등이 맡았다.
지난달 29일 더불어민주당이 여야 원내대표 합의를 깨고 기업활력제고특별법(일명 원샷법)과 북한인권법 처리를 무산시킨 뒤 주말 동안 여야 간 어떤 협상이나 대화도 없었다.	지난달 29일[DAT] 더불어민주당[ORG]이 여야 원내대표 합의를 깨고 기업활력제고특별법[POH](일명 원샷법[POH])과 북한인권법[POH] 처리를 무산시킨 뒤 주말 동안 여야 간 어떤 협상이나 대화도 없었다.
"녹색연합 한만형 활동가는 ""겨울철 폭설로 2월 말에서 3월 중순 사이에 산양이 폐사하는 경우가 흔하다""며 ""탈진한 산양의 신속한 구조를 위해 울진·삼척지역에도 산양을 보호·관리할 전문시설이 필요하다""고 말했다."	"녹색연합[ORG] 한만형[PER] 활동가는 ""겨울철 폭설로 2월 말에서 3[DAT]월 중순 사이[DAT]에 산양이 폐사하는 경우가 흔하다""며 ""탈진한 산양의 신속한 구조를 위해 울진·삼척지역에도 산양을 보호[LOC]·관리[LOC]할 전문시설이 필요하다""고 말했다."
6선의 문희상 이석현 정세균 의원과 5선 박병석 의원의 4파전이다.	6선[NOH]의 문희상[PER] 이석현[PER] 정세균[PER] 의원과 5선[NOH] 박병석[PER] 의원의 4파전[NOH]이다.
8년 전에 처음으로 작업실을 얻었을 때 책장과 책상 말고도 필요한 물건이 너무나 많다는 데 깜짝 놀랐다.	8년[NOH] 전에 처음으로 작업실을 얻었을 때 책장과 책상 말고도 필요한 물건이 너무나 많다는 데 깜짝 놀랐다.
유승호와 솔라의 달콤한 입맞춤을 예고한 ‘상상고양이’ 2회는 1일 오후 8시 50분에 방송된다.	유승호[PER]와 솔라[PER]의 달콤한 입맞춤을 예고한 ‘상상고양이’ 2회는[POH] 1일 오후 8시 5[NOH]0분에[DAT] 
새누리 무리는 새로운 세상을 연다는 의미에서 '개(開)'자를 써서 개누리라 불리며 공주를 수호하는 데 여념하였다.	새누리[ORG] 무리는 새로운 세상을 연다는 의미에서 '개(開)'자를 써서 개누리라 불리며 공주를 수호하는 데[ORG] 여념하였
한편, 넥센은 7일 새벽 메이저리그메이저리그(MLB) 사무국으로부터 박병호의 포스팅 응찰액이 1285만달러(약 146억7500만원)라고 통보받았다.	한편, 넥센[ORG]은 7일[DAT] 새벽 메이저리그메이저리그(MLB) 사무국[ORG]으로부터 박병호[PER]의 포스팅 응찰액이 1285만달러[MNY](약 146억7500만원[MNY])라고 통보받았다.
경찰은 이와함께 범죄를 제보한 이모여인이 『납치당시 범인들이 소씨 부부를 포함, 7∼8명을 살해했다고 말했다』고 진술한 점을 중시, 범인들이 살해했다고 자백한 5명 외에 피해자가 더 있을 것으로 보고 수사를 확대하고 있다.	경찰은 이와함께 범죄를 제보한 이모[PER]여인이 『납치당시 범인들이 소씨 부부를[PER] 포함, 7∼8명을[NOH] 살해했다고 말했[NOH]다』고 진술한 점을 중시, 범인들이 살해했다고 자백한 5명 외에 피해자가 더 있을 것으로[NOH] 보고 수사를 확대하고 있다.
지난 주말 서울 광화문 촛불 집회 참석자 수를 두고 의견이 엇갈린다.	지난 주말 서울 광화문 촛불 집회[POH] 참석자 수를 두고 의견이 엇갈린다.
필리핀 주재 한국대사관은 담당 영사를 보내 한국인 부부 피살 사건에 대한 경위 파악에 나섰다.	필리핀[LOC] 주재 한국대사관[ORG]은 담당 영사를 보내 한국인 부부 피살 사건에 대한 경위 파악에 나섰다.
서울시교육청이 주관하는 이번 학력평가에는 전국 1800여 고등학교 3학년 학생 50만 명이 응시했다.	서울시교육청[ORG]이 주관하는 이번 학력평가에는 전국 1800여 고등학교[NOH] 3학년[NOH] 학생 50만 명[NOH]이 응시했다.
이석수 특별감찰관이 검찰에 우병우 민정수석의 비리 의혹을 수사해달라고 의뢰했습니다.	이석수[PER] 특별감찰관이 검찰에 우병우[PER] 민정수석의 비리 의혹을 수사해달라고 의뢰했습니다.
트럼프 대통령이 해당 글을 남기면서 고맙다고 언급한 이유를 설명하진 않았지만, 첫 의회 연설에서 호평이 이어지자 이러한 멘션을 남긴 것으로 보인다.	트럼프[PER] 대통령이 해당 글을 남기면서 고맙다고 언급한 이유를 설명하진 않았지만, 첫 의회 연설에서 호평이 이어지자 이러한 멘션을 남긴 것으로 보인다.
국내 판매는 최근 출시한 ‘K7’과 ‘모하비’의 신차 효과로 전년 대비 11.4% 늘었다.	국내 판매는 최근 출시한 ‘K7’과 ‘모[POH]하비’의 신차 효과로 전년 대비 1[POH]1.4% 늘었다.
신(新)이 붙은 이유는 장쩌민(江澤民) 집권 시절 주룽지, 후진타오(胡錦濤), 우방궈(吳邦國), 황쥐(黃菊), 우관정(吳官正) 등과 같은 칭화대 출신의 정치국 상무위원이 잇따라 배출되면서 대청(大淸)시대란 말을 낳았기 때문에 이와 구별하기 위해서다.	신(新)이 붙은 이유는 장쩌민(江澤民[PER]) 집권 시절 주[PER]룽지, 후진타오(胡錦濤), 우방궈(吳[PER]邦國), 황[PER]쥐(黃菊),[PER] 우관정(吳官正) 등과 같은 칭화대[PER] 출신의 정치국[PER] 상무위원이 잇따라 배출되면서 대[PER]청(大淸)시[PER]대란 말을 낳았기 때문에[PER] 이와 구별하기[PER] 위해서다.
‘힐링캠프 주원 광희’그룹 제국의아이들 광희가 배우 주원의 보조개를 질투하는 모습을 보여 웃음을 터뜨렸다.	‘힐링캠프 주원 광희[POH]’그[PER]룹 제[PER]국의아이들 광희가 배우 주원의[ORG] 보조[PER]개를 질투하[PER]는 모습을 보여 웃음을 터뜨렸다.
김우빈은 “평소 스포츠에 관심이 많았다.	김우빈[PER]은 “평소 스포츠에 관심이 많았다.
1988년 서울올림픽에 소련을 비롯한 공산권 국가가 대거 참가한 것을 계기로 한국과 이들 나라의 문화 교류에 물꼬가 트이자 이듬해 고려극장도 창단 57년 만에 고국 나들이에 나섰다.	1988년[DAT] 서울올림픽[POH]에 소련[ORG]을 비롯한 공산권 국가가 대거 참가한 것을 계기로 한국[ORG]과 이들 나라의 문화 교류에 물꼬가 트이자 이듬해 고려극장[ORG]도 창단 57년 만[DUR]에 고국 나들이에 나섰다.
[인물동정]신용하 독도학회·독도연구보전협회장 外	[인물동정]신용하[POH] 독도학회·독도연[PER]구보전협회장 外
독일에서 함께 선수생활을 한 옛 동료들을 만나면 아들 자랑에 바빴다.	독일[LOC]에서 함께 선수생활을 한 옛 동료들을 만나면 아들 자랑에 바빴다.
한편 이날 오후3시 검찰에 출석한 최 씨는 서울중앙지검 1층 출입문 앞에서 울먹이며 “죄송합니다”라고 말했고, 서울중앙지검 7층 조사실로 향하는 엘리베이터 안에서는 “국민 여러분들 용서해주십시오. 죄송합니다”라고 거듭 밝혔다.	한편 이날 오후3시[TIM] 검찰에 출석한 최[PER] 씨는 서울중앙지검[LOC] 1층[NOH] 출입문 앞에서 울먹이며 “죄송합니다”라고 말했고, 서울중앙지검 7층 조사실로 향하[LOC]는 엘[NOH]리베이터 안에서는 “국민 여러분들 용서해주십시오. 죄송합니다”라고 거듭 밝혔다.
